ativo;grid_search;tam_treino;evaluation;valor_real;valor_predito;diff;diffMod;perc_acerto
BBDC4.SA.arff;Sim;70;COMBINED;22,12;21,63;0,49;0,49;97,79
BBDC4.SA.arff;Sim;70;RAE;22,12;21,63;0,49;0,49;97,79
BBDC4.SA.arff;Não;25;Nenhum;21,5;21,98;-0,48;0,48;102,24
BBDC4.SA.arff;Sim;25;RRSE;21,5;21,73;-0,23;0,23;101,07
BBDC4.SA.arff;Sim;25;COMBINED;21,5;21,73;-0,23;0,23;101,07
BBDC4.SA.arff;Sim;25;RAE;21,5;21,73;-0,23;0,23;101,07
BBDC4.SA.arff;Não;30;Nenhum;21,5;21,97;-0,47;0,47;102,21
BBDC4.SA.arff;Sim;30;RRSE;21,5;21,97;-0,47;0,47;102,21
BBDC4.SA.arff;Sim;30;COMBINED;21,5;21,97;-0,47;0,47;102,21
BBDC4.SA.arff;Sim;30;RAE;21,5;21,85;-0,35;0,35;101,62
BBDC4.SA.arff;Não;35;Nenhum;21,5;21,95;-0,45;0,45;102,08
BBDC4.SA.arff;Sim;35;RRSE;21,5;21,69;-0,19;0,19;100,87
BBDC4.SA.arff;Sim;35;COMBINED;21,5;21,69;-0,19;0,19;100,87
BBDC4.SA.arff;Sim;35;RAE;21,5;21,86;-0,36;0,36;101,68
BBDC4.SA.arff;Não;40;Nenhum;21,5;21,94;-0,44;0,44;102,05
BBDC4.SA.arff;Sim;40;RRSE;21,5;21,22;0,28;0,28;98,69
BBDC4.SA.arff;Sim;40;COMBINED;21,5;21,22;0,28;0,28;98,69
BBDC4.SA.arff;Sim;40;RAE;21,5;21,22;0,28;0,28;98,69
BBDC4.SA.arff;Não;50;Nenhum;21,5;21,98;-0,48;0,48;102,25
BBDC4.SA.arff;Sim;50;RRSE;21,5;21,98;-0,48;0,48;102,25
BBDC4.SA.arff;Sim;50;COMBINED;21,5;21,78;-0,28;0,28;101,3
BBDC4.SA.arff;Sim;50;RAE;21,5;21,78;-0,28;0,28;101,3
BBDC4.SA.arff;Não;70;Nenhum;21,5;22,02;-0,52;0,52;102,44
BBDC4.SA.arff;Sim;70;RRSE;21,5;21,58;-0,08;0,08;100,37
BBDC4.SA.arff;Sim;70;COMBINED;21,5;21,58;-0,08;0,08;100,37
BBDC4.SA.arff;Sim;70;RAE;21,5;21,58;-0,08;0,08;100,37
BBDC4.SA.arff;Não;25;Nenhum;22,16;22,04;0,12;0,12;99,46
BBDC4.SA.arff;Sim;25;RRSE;22,16;21,77;0,39;0,39;98,23
BBDC4.SA.arff;Sim;25;COMBINED;22,16;21,64;0,52;0,52;97,66
BBDC4.SA.arff;Sim;25;RAE;22,16;21,65;0,51;0,51;97,72
BBDC4.SA.arff;Não;30;Nenhum;22,16;22,04;0,12;0,12;99,46
BBDC4.SA.arff;Sim;30;RRSE;22,16;22,04;0,12;0,12;99,46
BBDC4.SA.arff;Sim;30;COMBINED;22,16;21,76;0,4;0,4;98,2
BBDC4.SA.arff;Sim;30;RAE;22,16;21,76;0,4;0,4;98,2
BBDC4.SA.arff;Não;35;Nenhum;22,16;22,02;0,14;0,14;99,37
BBDC4.SA.arff;Sim;35;RRSE;22,16;21,69;0,47;0,47;97,9
BBDC4.SA.arff;Sim;35;COMBINED;22,16;21,69;0,47;0,47;97,9
BBDC4.SA.arff;Sim;35;RAE;22,16;21,69;0,47;0,47;97,86
BBDC4.SA.arff;Não;40;Nenhum;22,16;22,02;0,14;0,14;99,36
BBDC4.SA.arff;Sim;40;RRSE;22,16;21,74;0,42;0,42;98,12
BBDC4.SA.arff;Sim;40;COMBINED;22,16;21,76;0,4;0,4;98,18
BBDC4.SA.arff;Sim;40;RAE;22,16;21,76;0,4;0,4;98,18
BBDC4.SA.arff;Não;50;Nenhum;22,16;22,05;0,11;0,11;99,5
BBDC4.SA.arff;Sim;50;RRSE;22,16;21,86;0,3;0,3;98,63
BBDC4.SA.arff;Sim;50;COMBINED;22,16;21,86;0,3;0,3;98,63
BBDC4.SA.arff;Sim;50;RAE;22,16;21,83;0,33;0,33;98,53
BBDC4.SA.arff;Não;70;Nenhum;22,16;22,09;0,07;0,07;99,68
BBDC4.SA.arff;Sim;70;RRSE;22,16;22,04;0,12;0,12;99,48
BBDC4.SA.arff;Sim;70;COMBINED;22,16;22,04;0,12;0,12;99,48
BBDC4.SA.arff;Sim;70;RAE;22,16;22,04;0,12;0,12;99,48
BBDC4.SA.arff;Não;25;Nenhum;21,84;22,12;-0,28;0,28;101,29
BBDC4.SA.arff;Sim;25;RRSE;21,84;22,12;-0,28;0,28;101,29
BBDC4.SA.arff;Sim;25;COMBINED;21,84;23,52;-1,68;1,68;107,67
BBDC4.SA.arff;Sim;25;RAE;21,84;23,52;-1,68;1,68;107,67
BBDC4.SA.arff;Não;30;Nenhum;21,84;22,14;-0,3;0,3;101,36
BBDC4.SA.arff;Sim;30;RRSE;21,84;22,48;-0,64;0,64;102,93
BBDC4.SA.arff;Sim;30;COMBINED;21,84;22,66;-0,82;0,82;103,75
BBDC4.SA.arff;Sim;30;RAE;21,84;22,66;-0,82;0,82;103,75
BBDC4.SA.arff;Não;35;Nenhum;21,84;22,13;-0,29;0,29;101,32
BBDC4.SA.arff;Sim;35;RRSE;21,84;22,66;-0,82;0,82;103,75
BBDC4.SA.arff;Sim;35;COMBINED;21,84;22,46;-0,62;0,62;102,83
BBDC4.SA.arff;Sim;35;RAE;21,84;22,54;-0,7;0,7;103,18
BBDC4.SA.arff;Não;40;Nenhum;21,84;22,18;-0,34;0,34;101,54
BBDC4.SA.arff;Sim;40;RRSE;21,84;23,12;-1,28;1,28;105,86
BBDC4.SA.arff;Sim;40;COMBINED;21,84;23,12;-1,28;1,28;105,86
BBDC4.SA.arff;Sim;40;RAE;21,84;23,12;-1,28;1,28;105,86
BBDC4.SA.arff;Não;50;Nenhum;21,84;22,27;-0,43;0,43;101,99
BBDC4.SA.arff;Sim;50;RRSE;21,84;22,73;-0,89;0,89;104,09
BBDC4.SA.arff;Sim;50;COMBINED;21,84;22,73;-0,89;0,89;104,09
BBDC4.SA.arff;Sim;50;RAE;21,84;22,87;-1,03;1,03;104,71
BBDC4.SA.arff;Não;70;Nenhum;21,84;22,3;-0,46;0,46;102,12
BBDC4.SA.arff;Sim;70;RRSE;21,84;22,74;-0,9;0,9;104,12
BBDC4.SA.arff;Sim;70;COMBINED;21,84;22,64;-0,8;0,8;103,67
BBDC4.SA.arff;Sim;70;RAE;21,84;22,75;-0,91;0,91;104,19
BBDC4.SA.arff;Não;25;Nenhum;22,64;21,71;0,93;0,93;95,89
BBDC4.SA.arff;Sim;25;RRSE;22,64;21,54;1,1;1,1;95,14
BBDC4.SA.arff;Sim;25;COMBINED;22,64;21,71;0,93;0,93;95,89
BBDC4.SA.arff;Sim;25;RAE;22,64;21,6;1,04;1,04;95,4
BBDC4.SA.arff;Não;30;Nenhum;22,64;21,72;0,92;0,92;95,93
BBDC4.SA.arff;Sim;30;RRSE;22,64;21,43;1,21;1,21;94,65
BBDC4.SA.arff;Sim;30;COMBINED;22,64;21,43;1,21;1,21;94,65
BBDC4.SA.arff;Sim;30;RAE;22,64;21,72;0,92;0,92;95,93
BBDC4.SA.arff;Não;35;Nenhum;22,64;21,7;0,94;0,94;95,85
BBDC4.SA.arff;Sim;35;RRSE;22,64;21,41;1,23;1,23;94,58
BBDC4.SA.arff;Sim;35;COMBINED;22,64;21,41;1,23;1,23;94,58
BBDC4.SA.arff;Sim;35;RAE;22,64;21,7;0,94;0,94;95,85
BBDC4.SA.arff;Não;40;Nenhum;22,64;21,68;0,96;0,96;95,77
BBDC4.SA.arff;Sim;40;RRSE;22,64;21,58;1,06;1,06;95,33
BBDC4.SA.arff;Sim;40;COMBINED;22,64;21,41;1,23;1,23;94,56
BBDC4.SA.arff;Sim;40;RAE;22,64;21,53;1,11;1,11;95,08
BBDC4.SA.arff;Não;50;Nenhum;22,64;21,7;0,94;0,94;95,86
BBDC4.SA.arff;Sim;50;RRSE;22,64;21,45;1,19;1,19;94,77
BBDC4.SA.arff;Sim;50;COMBINED;22,64;21,44;1,2;1,2;94,72
BBDC4.SA.arff;Sim;50;RAE;22,64;21,44;1,2;1,2;94,72
BBDC4.SA.arff;Não;70;Nenhum;22,64;21,69;0,95;0,95;95,82
BBDC4.SA.arff;Sim;70;RRSE;22,64;21,41;1,23;1,23;94,56
BBDC4.SA.arff;Sim;70;COMBINED;22,64;21,07;1,57;1,57;93,07
BBDC4.SA.arff;Sim;70;RAE;22,64;21,36;1,28;1,28;94,36
BBDC4.SA.arff;Não;25;Nenhum;21,38;21,71;-0,33;0,33;101,57
BBDC4.SA.arff;Sim;25;RRSE;21,38;21,49;-0,11;0,11;100,52
BBDC4.SA.arff;Sim;25;COMBINED;21,38;21,61;-0,23;0,23;101,06
BBDC4.SA.arff;Sim;25;RAE;21,38;21,67;-0,29;0,29;101,37
BBDC4.SA.arff;Não;30;Nenhum;21,38;21,7;-0,32;0,32;101,5
BBDC4.SA.arff;Sim;30;RRSE;21,38;21,42;-0,04;0,04;100,2
BBDC4.SA.arff;Sim;30;COMBINED;21,38;21,6;-0,22;0,22;101,04
BBDC4.SA.arff;Sim;30;RAE;21,38;21,61;-0,23;0,23;101,07
BBDC4.SA.arff;Não;35;Nenhum;21,38;21,68;-0,3;0,3;101,4
BBDC4.SA.arff;Sim;35;RRSE;21,38;21,68;-0,3;0,3;101,4
BBDC4.SA.arff;Sim;35;COMBINED;21,38;21,68;-0,3;0,3;101,4
BBDC4.SA.arff;Sim;35;RAE;21,38;20,85;0,53;0,53;97,53
BBDC4.SA.arff;Não;40;Nenhum;21,38;21,68;-0,3;0,3;101,41
BBDC4.SA.arff;Sim;40;RRSE;21,38;21,62;-0,24;0,24;101,12
BBDC4.SA.arff;Sim;40;COMBINED;21,38;21,53;-0,15;0,15;100,71
BBDC4.SA.arff;Sim;40;RAE;21,38;21,53;-0,15;0,15;100,71
BBDC4.SA.arff;Não;50;Nenhum;21,38;21,65;-0,27;0,27;101,27
BBDC4.SA.arff;Sim;50;RRSE;21,38;21,66;-0,28;0,28;101,31
BBDC4.SA.arff;Sim;50;COMBINED;21,38;21,65;-0,27;0,27;101,27
BBDC4.SA.arff;Sim;50;RAE;21,38;21,65;-0,27;0,27;101,27
BBDC4.SA.arff;Não;70;Nenhum;21,38;21,72;-0,34;0,34;101,58
BBDC4.SA.arff;Sim;70;RRSE;21,38;21,28;0,1;0,1;99,55
BBDC4.SA.arff;Sim;70;COMBINED;21,38;21,28;0,1;0,1;99,55
BBDC4.SA.arff;Sim;70;RAE;21,38;21,28;0,1;0,1;99,55
