ativo;grid_search;tam_treino;evaluation;valor_real;valor_predito;diff;diffMod;perc_acerto
AGRO3.SA.arff;Sim;35;RAE;10,83;10,49;0,34;0,34;96,85
AGRO3.SA.arff;Não;40;Nenhum;10,83;10,75;0,08;0,08;99,22
AGRO3.SA.arff;Sim;40;RRSE;10,83;10,52;0,31;0,31;97,11
AGRO3.SA.arff;Sim;40;COMBINED;10,83;10,45;0,38;0,38;96,48
AGRO3.SA.arff;Sim;40;RAE;10,83;10,45;0,38;0,38;96,48
AGRO3.SA.arff;Não;50;Nenhum;10,83;10,71;0,12;0,12;98,92
AGRO3.SA.arff;Sim;50;RRSE;10,83;10,52;0,31;0,31;97,16
AGRO3.SA.arff;Sim;50;COMBINED;10,83;10,52;0,31;0,31;97,16
AGRO3.SA.arff;Sim;50;RAE;10,83;10,54;0,29;0,29;97,29
AGRO3.SA.arff;Não;70;Nenhum;10,83;10,73;0,1;0,1;99,05
AGRO3.SA.arff;Sim;70;RRSE;10,83;10,51;0,32;0,32;97,01
AGRO3.SA.arff;Sim;70;COMBINED;10,83;10,51;0,32;0,32;97,07
AGRO3.SA.arff;Sim;70;RAE;10,83;10,51;0,32;0,32;97,07
AGRO3.SA.arff;Não;25;Nenhum;10,5;10,81;-0,31;0,31;102,92
AGRO3.SA.arff;Sim;25;RRSE;10,5;10,5;0;0;100
AGRO3.SA.arff;Sim;25;COMBINED;10,5;10,7;-0,2;0,2;101,87
AGRO3.SA.arff;Sim;25;RAE;10,5;10,65;-0,15;0,15;101,47
AGRO3.SA.arff;Não;30;Nenhum;10,5;10,83;-0,33;0,33;103,17
AGRO3.SA.arff;Sim;30;RRSE;10,5;10,58;-0,08;0,08;100,78
AGRO3.SA.arff;Sim;30;COMBINED;10,5;10,83;-0,33;0,33;103,17
AGRO3.SA.arff;Sim;30;RAE;10,5;10,73;-0,23;0,23;102,15
AGRO3.SA.arff;Não;35;Nenhum;10,5;10,8;-0,3;0,3;102,9
AGRO3.SA.arff;Sim;35;RRSE;10,5;10,64;-0,14;0,14;101,29
AGRO3.SA.arff;Sim;35;COMBINED;10,5;10,64;-0,14;0,14;101,29
AGRO3.SA.arff;Sim;35;RAE;10,5;10,64;-0,14;0,14;101,29
AGRO3.SA.arff;Não;40;Nenhum;10,5;10,81;-0,31;0,31;102,98
AGRO3.SA.arff;Sim;40;RRSE;10,5;10,72;-0,22;0,22;102,12
AGRO3.SA.arff;Sim;40;COMBINED;10,5;10,72;-0,22;0,22;102,12
AGRO3.SA.arff;Sim;40;RAE;10,5;10,72;-0,22;0,22;102,12
AGRO3.SA.arff;Não;50;Nenhum;10,5;10,77;-0,27;0,27;102,57
AGRO3.SA.arff;Sim;50;RRSE;10,5;10,68;-0,18;0,18;101,73
AGRO3.SA.arff;Sim;50;COMBINED;10,5;10,68;-0,18;0,18;101,73
AGRO3.SA.arff;Sim;50;RAE;10,5;10,65;-0,15;0,15;101,43
AGRO3.SA.arff;Não;70;Nenhum;10,5;10,79;-0,29;0,29;102,74
AGRO3.SA.arff;Sim;70;RRSE;10,5;10,64;-0,14;0,14;101,33
AGRO3.SA.arff;Sim;70;COMBINED;10,5;10,66;-0,16;0,16;101,56
AGRO3.SA.arff;Sim;70;RAE;10,5;10,69;-0,19;0,19;101,76
AGRO3.SA.arff;Não;25;Nenhum;10,85;10,79;0,06;0,06;99,4
AGRO3.SA.arff;Sim;25;RRSE;10,85;10,49;0,36;0,36;96,69
AGRO3.SA.arff;Sim;25;COMBINED;10,85;10,55;0,3;0,3;97,25
AGRO3.SA.arff;Sim;25;RAE;10,85;10,48;0,37;0,37;96,63
AGRO3.SA.arff;Não;30;Nenhum;10,85;10,74;0,11;0,11;98,97
AGRO3.SA.arff;Sim;30;RRSE;10,85;10,53;0,32;0,32;97,07
AGRO3.SA.arff;Sim;30;COMBINED;10,85;10,74;0,11;0,11;98,97
AGRO3.SA.arff;Sim;30;RAE;10,85;10,74;0,11;0,11;98,97
AGRO3.SA.arff;Não;35;Nenhum;10,85;10,73;0,12;0,12;98,93
AGRO3.SA.arff;Sim;35;RRSE;10,85;10,73;0,12;0,12;98,93
AGRO3.SA.arff;Sim;35;COMBINED;10,85;10,56;0,29;0,29;97,33
AGRO3.SA.arff;Sim;35;RAE;10,85;10,57;0,28;0,28;97,43
AGRO3.SA.arff;Não;40;Nenhum;10,85;10,74;0,11;0,11;98,96
AGRO3.SA.arff;Sim;40;RRSE;10,85;10,56;0,29;0,29;97,31
AGRO3.SA.arff;Sim;40;COMBINED;10,85;10,56;0,29;0,29;97,31
AGRO3.SA.arff;Sim;40;RAE;10,85;10,5;0,35;0,35;96,74
AGRO3.SA.arff;Não;50;Nenhum;10,85;10,67;0,18;0,18;98,3
AGRO3.SA.arff;Sim;50;RRSE;10,85;10,52;0,33;0,33;96,92
AGRO3.SA.arff;Sim;50;COMBINED;10,85;10,53;0,32;0,32;97,01
AGRO3.SA.arff;Sim;50;RAE;10,85;10,53;0,32;0,32;97,01
AGRO3.SA.arff;Não;70;Nenhum;10,85;10,67;0,18;0,18;98,33
AGRO3.SA.arff;Sim;70;RRSE;10,85;10,55;0,3;0,3;97,28
AGRO3.SA.arff;Sim;70;COMBINED;10,85;10,55;0,3;0,3;97,28
AGRO3.SA.arff;Sim;70;RAE;10,85;10,55;0,3;0,3;97,28
AGRO3.SA.arff;Não;25;Nenhum;10,55;10,98;-0,43;0,43;104,07
AGRO3.SA.arff;Sim;25;RRSE;10,55;10,7;-0,15;0,15;101,41
AGRO3.SA.arff;Sim;25;COMBINED;10,55;10,7;-0,15;0,15;101,39
AGRO3.SA.arff;Sim;25;RAE;10,55;10,7;-0,15;0,15;101,39
AGRO3.SA.arff;Não;30;Nenhum;10,55;10,84;-0,29;0,29;102,72
AGRO3.SA.arff;Sim;30;RRSE;10,55;10,56;-0,01;0,01;100,05
AGRO3.SA.arff;Sim;30;COMBINED;10,55;10,67;-0,12;0,12;101,15
AGRO3.SA.arff;Sim;30;RAE;10,55;10,84;-0,29;0,29;102,72
AGRO3.SA.arff;Não;35;Nenhum;10,55;10,84;-0,29;0,29;102,74
AGRO3.SA.arff;Sim;35;RRSE;10,55;10,72;-0,17;0,17;101,61
AGRO3.SA.arff;Sim;35;COMBINED;10,55;10,38;0,17;0,17;98,37
AGRO3.SA.arff;Sim;35;RAE;10,55;10,65;-0,1;0,1;100,94
AGRO3.SA.arff;Não;40;Nenhum;10,55;10,83;-0,28;0,28;102,67
AGRO3.SA.arff;Sim;40;RRSE;10,55;10,66;-0,11;0,11;101,03
AGRO3.SA.arff;Sim;40;COMBINED;10,55;10,66;-0,11;0,11;101,03
AGRO3.SA.arff;Sim;40;RAE;10,55;10,63;-0,08;0,08;100,76
AGRO3.SA.arff;Não;50;Nenhum;10,55;10,77;-0,22;0,22;102,06
AGRO3.SA.arff;Sim;50;RRSE;10,55;10,65;-0,1;0,1;100,92
AGRO3.SA.arff;Sim;50;COMBINED;10,55;10,65;-0,1;0,1;100,97
AGRO3.SA.arff;Sim;50;RAE;10,55;10,65;-0,1;0,1;100,97
AGRO3.SA.arff;Não;70;Nenhum;10,55;10,78;-0,23;0,23;102,15
AGRO3.SA.arff;Sim;70;RRSE;10,55;10,62;-0,07;0,07;100,67
AGRO3.SA.arff;Sim;70;COMBINED;10,55;10,66;-0,11;0,11;101,03
AGRO3.SA.arff;Sim;70;RAE;10,55;10,68;-0,13;0,13;101,23
AGRO3.SA.arff;Não;25;Nenhum;10,61;10,98;-0,37;0,37;103,49
AGRO3.SA.arff;Sim;25;RRSE;10,61;10,84;-0,23;0,23;102,18
AGRO3.SA.arff;Sim;25;COMBINED;10,61;10,82;-0,21;0,21;101,94
AGRO3.SA.arff;Sim;25;RAE;10,61;10,82;-0,21;0,21;101,94
AGRO3.SA.arff;Não;30;Nenhum;10,61;10,91;-0,3;0,3;102,8
AGRO3.SA.arff;Sim;30;RRSE;10,61;10,91;-0,3;0,3;102,8
AGRO3.SA.arff;Sim;30;COMBINED;10,61;10,91;-0,3;0,3;102,8
AGRO3.SA.arff;Sim;30;RAE;10,61;10,91;-0,3;0,3;102,8
AGRO3.SA.arff;Não;35;Nenhum;10,61;10,87;-0,26;0,26;102,45
AGRO3.SA.arff;Sim;35;RRSE;10,61;10,59;0,02;0,02;99,79
AGRO3.SA.arff;Sim;35;COMBINED;10,61;10,87;-0,26;0,26;102,45
AGRO3.SA.arff;Sim;35;RAE;10,61;10,59;0,02;0,02;99,79
AGRO3.SA.arff;Não;40;Nenhum;10,61;10,87;-0,26;0,26;102,4
AGRO3.SA.arff;Sim;40;RRSE;10,61;10,82;-0,21;0,21;101,98
AGRO3.SA.arff;Sim;40;COMBINED;10,61;10,82;-0,21;0,21;101,98
AGRO3.SA.arff;Sim;40;RAE;10,61;10,82;-0,21;0,21;101,98
AGRO3.SA.arff;Não;50;Nenhum;10,61;10,83;-0,22;0,22;102,11
AGRO3.SA.arff;Sim;50;RRSE;10,61;11,04;-0,43;0,43;104,06
AGRO3.SA.arff;Sim;50;COMBINED;10,61;10,71;-0,1;0,1;100,94
AGRO3.SA.arff;Sim;50;RAE;10,61;10,69;-0,08;0,08;100,73
AGRO3.SA.arff;Não;70;Nenhum;10,61;10,78;-0,17;0,17;101,65
AGRO3.SA.arff;Sim;70;RRSE;10,61;10,74;-0,13;0,13;101,2
AGRO3.SA.arff;Sim;70;COMBINED;10,61;10,74;-0,13;0,13;101,2
AGRO3.SA.arff;Sim;70;RAE;10,61;10,96;-0,35;0,35;103,34
